set F := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 ;
set J := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 ;
param: b q := 
0  23432  52
1  24339  117
2  24794  65
3  33688  13
4  15295  130
5  39426  39
6  35015  65
7  17408  39
8  13357  104
9  17398  65
10  17059  91
11  37308  130
12  44101  65
13  34906  91
14  28326  117
15  17466  117
16  49020  39
17  12081  78
18  48153  65
19  36821  117
20  38262  78
21  33575  78
22  32235  52
23  31821  117
24  15975  104
25  47652  13
26  25310  104
27  27069  39
28  26074  78
29  21970  130
30  48609  65
31  14028  13
32  13144  52
33  13292  13
34  34608  39
35  19631  104
36  29765  13
37  47860  52
38  14023  117
39  24990  52
40  14440  13
41  22163  91
42  20890  26
43  45900  91
44  29042  130
45  45761  13
46  19519  130
47  32520  13
48  12914  78
49  15523  91
50  41988  39
51  11447  13
52  49030  104
53  21341  78
54  24795  13
55  35145  13
56  34944  130
57  30140  91
58  44198  91
59  32325  26
60  27829  52
61  28525  104
62  40329  13
63  12239  13
64  49488  117
65  19625  39
66  11435  26
67  45077  78
68  13842  65
69  31468  104
70  30187  13
71  28898  104
72  46281  39
73  43586  91
74  20568  104
75  18338  52
76  30951  78
77  27853  91
78  40282  39
79  33529  78
80  12720  78
81  40052  130
82  44559  13
83  18758  26
84  27517  130
85  18768  130
86  18232  91
87  20166  78
88  36058  117
89  49797  117
90  47241  91
91  38374  13
92  44644  104
93  13018  78
94  10452  65
95  42367  78
96  16116  39
97  15102  91
98  30139  65
99  14017  13
;
param d := 
0  61
1  83
2  76
3  86
4  68
5  84
6  66
7  89
8  70
9  86
10  60
11  71
12  81
13  93
14  70
15  83
16  96
17  68
18  79
19  98
20  92
21  86
22  84
23  66
24  54
25  52
26  93
27  54
28  71
29  59
30  90
31  57
32  65
33  58
34  83
35  93
36  51
37  74
38  77
39  65
40  86
41  70
42  55
43  56
44  56
45  78
46  60
47  64
48  70
49  86
;
param c : 0    1    2    3    4    5    6    7    8    9    10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   :=
0   4    2    1    1    2    1    2    1    1    2    2    4    3    2    3    1    3    1    1    2    4    3    2    1    1    2    4    2    3    2    1    1    2    2    1    4    4    2    4    1    3    1    3    4    1    2    4    4    1    2   
1   1    1    2    2    4    1    3    1    1    4    2    2    3    4    2    3    4    4    2    2    3    2    3    2    2    3    4    4    3    2    1    2    4    3    1    3    3    3    4    1    2    4    1    2    4    2    3    3    2    3   
2   1    1    2    1    1    3    2    4    4    4    3    2    2    3    3    3    3    1    3    1    4    3    4    4    3    1    2    4    1    4    2    3    1    4    2    2    3    1    2    1    1    1    3    4    1    2    1    3    1    4   
3   2    2    4    3    2    1    2    2    1    2    3    1    3    2    2    3    2    1    1    2    4    3    1    3    4    3    1    2    3    4    3    4    4    1    2    3    2    3    2    2    1    3    3    4    3    2    3    2    1    1   
4   2    4    4    1    1    1    2    4    2    4    2    4    1    2    1    2    3    4    2    2    1    4    1    4    1    2    1    4    4    4    1    4    1    1    3    2    2    3    4    3    3    4    4    4    4    2    1    1    3    2   
5   3    1    2    3    1    2    4    1    3    1    4    2    4    3    1    3    3    1    1    3    1    3    3    2    2    4    1    1    1    4    3    1    4    1    1    3    2    3    3    3    3    3    4    3    3    1    2    2    1    1   
6   3    3    3    1    4    4    2    4    2    1    1    2    1    1    2    1    2    1    1    2    2    4    3    2    1    1    2    3    4    4    1    1    3    2    2    3    2    4    3    1    1    1    4    3    1    1    2    1    3    2   
7   1    4    3    2    1    3    3    1    1    2    1    4    2    3    3    4    3    1    2    2    4    2    4    3    1    1    2    2    2    1    3    3    2    1    1    1    2    2    4    2    2    3    4    2    4    4    3    4    4    4   
8   1    1    3    4    2    3    3    2    3    2    3    3    2    2    1    2    1    4    4    4    3    1    4    1    1    2    4    3    3    4    3    1    4    3    2    3    3    1    1    3    3    4    4    3    3    1    2    2    2    4   
9   2    3    4    1    2    2    2    3    1    3    3    4    4    3    2    4    3    2    3    3    3    3    4    3    4    4    3    4    1    2    4    3    4    1    4    1    1    4    1    1    2    3    3    4    4    3    4    4    1    3   
10  1    4    1    1    2    2    2    1    2    4    4    4    3    3    2    4    3    4    4    3    4    4    1    1    2    2    1    1    4    1    2    3    2    3    1    3    2    2    3    1    1    2    2    3    3    1    4    1    3    4   
11  1    3    3    2    4    1    4    2    1    2    2    1    4    3    3    2    1    1    3    4    3    4    1    4    3    3    3    4    3    1    2    4    4    3    2    3    2    3    3    3    3    4    4    2    1    2    4    1    3    1   
12  2    3    4    4    3    3    2    1    3    3    4    4    4    2    2    4    1    2    2    4    4    3    3    2    4    3    1    4    2    1    1    4    4    1    3    4    4    4    4    2    3    2    3    3    4    1    2    2    1    3   
13  3    4    3    4    3    4    4    1    4    2    4    1    4    1    2    2    3    2    1    2    1    4    2    4    2    1    4    3    4    1    1    2    2    2    4    3    2    1    2    4    1    1    3    2    4    2    3    4    3    4   
14  4    2    3    3    2    1    2    3    3    2    2    4    4    2    1    4    2    1    4    2    1    4    4    3    1    4    1    4    4    2    3    1    3    3    2    3    3    1    1    4    3    3    2    4    1    4    2    1    2    1   
15  2    1    2    4    3    1    4    3    4    1    1    2    3    3    4    2    4    2    1    1    4    3    3    4    4    2    1    3    3    1    3    4    2    2    2    1    1    2    1    4    1    1    2    3    4    1    2    2    3    3   
16  3    1    3    1    2    3    1    2    3    4    2    2    2    2    2    4    3    1    3    4    2    3    4    2    4    1    1    1    3    3    3    3    2    2    3    2    1    4    4    2    2    4    4    1    1    1    3    4    2    3   
17  4    1    3    2    4    1    4    3    1    3    2    3    4    2    3    3    3    1    4    1    4    3    3    2    2    4    2    1    2    3    3    4    4    2    3    2    2    1    4    4    4    3    3    1    4    3    1    2    3    4   
18  4    4    1    4    3    4    1    2    4    2    2    4    3    3    4    1    3    3    3    3    4    2    4    4    2    2    3    2    4    4    1    4    1    4    2    1    1    2    4    3    1    3    2    4    1    3    4    2    3    4   
19  1    3    3    1    1    1    4    4    3    4    1    1    2    1    2    1    2    1    3    1    1    2    4    2    2    4    3    4    3    2    3    2    3    2    2    2    3    3    4    3    2    3    2    3    2    2    2    4    1    4   
20  1    4    4    3    1    4    3    4    1    4    2    1    3    3    2    2    1    2    1    4    4    3    1    3    2    4    4    3    4    2    3    1    3    2    1    2    3    4    4    4    1    1    3    1    1    2    1    1    3    3   
21  3    3    2    2    3    1    4    2    4    4    2    4    3    3    3    1    4    1    3    4    1    1    2    3    1    4    4    1    3    2    4    2    2    3    4    3    3    1    1    2    4    1    4    4    3    2    2    3    2    4   
22  1    1    4    3    2    3    4    4    4    4    2    3    3    2    3    2    3    3    2    2    2    2    4    3    4    4    4    3    4    4    4    2    3    1    1    2    2    2    2    4    1    4    1    3    1    2    1    3    2    4   
23  3    2    3    3    1    2    4    1    3    1    1    2    1    2    1    1    4    4    1    4    1    4    1    3    2    4    4    1    4    4    2    2    1    4    1    2    2    2    4    4    4    4    4    1    2    3    4    4    3    3   
24  3    3    4    3    2    4    2    3    1    3    1    3    1    2    3    1    2    2    2    1    3    3    1    1    4    1    2    2    2    4    2    2    2    2    2    4    1    1    2    2    1    3    4    3    4    3    4    2    1    1   
