600 150 
84 58 94 89 60 55 87 92 63 51 56 86 88 55 88 69 57 81 95 63 98 67 74 63 54 59 60 56 59 91 89 58 62 93 82 58 85 65 80 70 61 94 99 80 98 53 99 90 80 99 71 53 92 88 72 70 95 69 95 89 81 99 95 90 54 60 79 67 64 95 88 56 95 78 67 50 67 56 50 97 79 88 85 74 53 84 58 96 72 87 77 73 67 56 57 87 63 79 77 86 64 75 55 62 95 69 85 95 54 53 79 84 79 65 82 59 71 54 92 75 63 92 63 99 86 55 75 57 98 83 53 56 88 71 57 52 65 52 57 93 89 52 74 65 71 57 94 91 52 92 
30 24 18 24 30 12 36 48 36 42 30 36 6 60 30 18 36 48 36 30 6 18 36 60 6 54 6 42 36 60 48 60 42 54 36 48 30 48 6 30 6 60 36 36 12 6 18 48 42 54 60 30 54 6 54 36 24 18 42 36 60 42 60 18 6 18 12 48 18 48 60 60 42 54 6 6 6 60 36 6 12 48 42 60 42 18 18 60 36 30 36 42 6 6 12 42 42 54 48 60 18 54 42 6 48 42 18 18 48 54 60 60 6 12 30 60 36 36 12 42 30 12 42 18 48 6 48 36 24 42 54 12 24 24 36 24 36 60 42 48 60 18 24 48 30 36 6 12 6 12 36 18 6 48 48 60 30 48 24 24 42 24 36 54 42 18 48 36 30 42 6 12 24 6 48 42 36 6 60 18 60 12 42 12 30 48 12 42 60 60 12 42 18 30 36 12 60 6 42 60 42 6 30 6 48 18 60 60 18 60 42 60 6 30 54 48 24 60 48 36 54 24 30 60 12 18 6 18 12 30 48 54 54 42 12 48 60 54 30 30 30 54 54 48 48 6 54 6 6 30 54 18 6 54 42 42 60 6 42 48 18 60 48 48 18 54 24 36 48 12 54 36 24 48 60 36 12 36 30 36 18 6 6 42 48 60 36 6 18 36 30 18 48 24 54 48 12 36 6 36 60 18 60 30 6 6 6 60 30 36 60 48 30 18 60 30 6 24 54 36 6 30 42 30 12 30 18 42 54 42 30 6 42 18 60 18 54 48 18 12 18 54 60 48 60 24 12 18 12 12 6 30 42 6 30 48 42 48 30 60 18 48 48 18 12 42 42 18 60 6 48 12 18 42 42 6 36 30 54 36 12 48 48 60 30 42 60 6 42 42 36 48 36 36 30 18 42 24 30 30 24 30 12 48 18 18 48 42 18 18 30 24 48 6 42 24 48 42 42 60 18 48 30 54 30 42 12 42 54 54 30 60 48 30 6 60 12 48 54 54 24 24 12 12 12 48 30 6 36 60 24 30 18 24 30 18 30 42 12 54 6 36 12 42 12 48 48 42 6 60 18 6 36 48 48 48 6 24 30 12 30 30 42 42 24 18 36 12 12 30 54 18 30 12 12 36 6 6 12 42 48 12 12 54 60 18 24 42 24 30 54 30 42 42 6 30 54 60 6 36 18 6 36 6 6 42 54 48 42 24 30 30 48 30 54 12 18 18 18 36 18 60 30 36 12 48 42 30 54 42 12 24 60 42 12 36 24 30 12 42 12 48 24 42 6 60 18 48 42 30 18 6 60 30 54 30 60 12 42 60 30 60 6 42 42 48 12 18 54 12 54 6 48 24 54 54 54 60 36 6 
11390 20266 15235 21110 43499 28145 36038 18592 13899 28338 47846 37203 49675 41674 38005 10630 24121 49940 38077 19382 28057 47549 47494 29823 29954 33105 30821 28190 28043 29590 31894 14576 18032 28668 16265 27512 14727 14370 19796 38976 48040 18149 20122 48026 34947 17960 48202 35565 37523 43605 14703 22630 34044 22931 18344 21219 47465 16924 17756 46573 38394 14384 24685 41453 29860 46660 26263 38933 49661 21878 14363 38862 38216 16528 28633 32396 25205 15396 44045 20725 29698 33978 33547 11862 43973 35531 49259 12832 28528 20419 36710 14655 21786 41924 14076 19886 43181 15572 25808 45149 36982 39344 42223 37781 41763 12728 27390 10387 39700 18430 26246 28811 19991 17997 48069 17237 33792 39272 30409 29002 46984 29430 17628 49921 48111 13205 44995 13128 41794 33627 19620 29804 22554 16781 15474 15887 19255 45054 17062 37488 11126 33681 37051 22264 28378 11455 23780 49914 46018 12006 16933 48697 11581 37252 16529 40076 38521 20042 19433 24833 15231 45997 22104 16914 16908 48766 33683 45366 40732 10646 25160 15336 45259 32350 35060 28911 40202 16514 47883 22574 28294 28628 24171 49253 18725 42654 33481 24507 49736 20541 38577 37852 38794 39584 24804 40361 48929 37289 37018 42207 45975 32129 42480 45336 17974 24558 31985 14979 34929 24690 14809 30150 14105 29776 19530 48798 47958 19834 30058 19676 43917 40372 25947 42062 45938 17278 13001 48917 25856 23873 32988 45870 40139 42858 37639 33117 23876 27986 48232 33968 23073 26182 49323 17495 11263 21881 46801 16198 39746 37960 39703 12898 18219 17409 41106 44555 25584 28964 19262 26360 43973 18009 25055 35404 16260 12594 47544 43502 42827 43198 27528 44221 47326 28798 45883 20371 21270 41216 31929 19074 13336 48022 13179 24942 20758 36060 42389 29207 18819 37346 26392 11724 10270 32363 19559 44132 18886 26252 43121 19268 22334 44583 25101 31728 17915 30504 38969 17116 23578 20007 23538 24110 22551 31096 45377 27821 16164 21679 29280 15879 21285 21111 42818 31654 14091 48962 36322 32573 38923 34885 44151 37261 11917 13516 18403 25103 43305 29383 48604 44075 26854 32606 19785 23760 27498 26268 29494 31757 20334 18364 46082 32029 39003 34633 42365 31538 28117 33406 49272 13122 48675 22736 27367 12871 28260 17142 22700 24420 43401 45650 46953 49077 22671 38878 44502 37950 48290 43632 36266 24735 42845 18414 38557 26731 22579 16402 27559 11200 35861 22528 28357 33496 25407 25434 24256 18800 18412 25202 31394 25108 18064 33972 32775 25422 47304 12145 29128 13203 12255 27696 24472 45955 10240 10620 36726 35667 19148 32012 34272 46255 47350 25075 32773 34760 10532 16587 16393 29190 44416 33161 17131 32800 30436 42695 17272 25131 29914 10233 11757 14783 22988 47087 46266 17846 38347 20206 49355 35600 29613 45492 17217 37471 43209 14784 16052 37500 18390 15675 45244 39975 35300 27618 45472 41270 14033 25689 15664 37471 10803 27156 32041 38249 38250 17214 24179 14085 29523 14571 14708 17948 34959 46023 12058 38109 38736 37757 18298 12863 34609 39471 42517 33212 20200 23937 26315 15326 30083 40843 27895 37996 37809 36773 31631 23739 37096 35015 18535 48102 15722 21718 27729 12792 15326 40080 13172 49783 35547 17547 32442 20674 12677 33797 42960 12295 10963 12550 13101 36399 31246 40381 49650 27173 45484 45265 26664 28362 30573 22575 44334 19344 46461 35701 19116 13301 29658 49823 38820 48583 19700 43596 42902 23345 49077 37755 43463 30818 15964 30229 28347 27041 20357 23308 33165 18140 47487 45314 46920 38405 38428 34258 23303 24451 21107 27830 40507 35957 48155 45905 17431 23223 33911 27704 47968 23657 22793 44921 33521 29815 23293 28054 42277 38475 36223 12213 21659 29964 35765 13139 22458 31004 
3 4 3 1 2 3 3 4 2 3 2 1 3 4 4 1 2 4 3 4 2 1 4 1 4 1 4 1 2 4 1 3 1 1 2 3 4 4 4 4 2 4 4 2 1 3 1 1 4 4 1 3 4 4 4 4 2 3 2 2 2 2 1 3 1 4 1 4 3 1 2 1 2 3 1 3 3 4 4 1 4 1 1 2 1 1 2 3 2 1 3 1 4 1 3 4 3 4 3 3 2 3 2 4 3 3 4 2 3 1 1 4 4 1 3 3 2 3 2 1 3 1 2 1 2 4 4 1 2 4 2 3 2 3 1 4 1 1 2 4 3 3 1 4 3 1 3 1 2 4 
1 2 3 2 1 3 2 3 2 1 2 2 4 1 2 3 3 4 4 2 3 2 3 3 4 1 4 3 1 4 3 4 4 2 4 2 2 1 3 1 4 1 1 2 2 1 2 2 3 2 1 4 3 1 3 4 2 2 2 1 2 1 4 1 2 3 3 1 3 2 3 3 4 4 3 2 1 4 1 1 4 2 3 2 1 1 1 2 2 3 3 2 1 3 3 4 2 4 2 4 3 1 3 1 2 4 2 3 3 1 4 1 2 3 1 2 2 3 4 2 4 1 2 2 3 3 2 3 1 1 2 3 4 2 3 1 4 4 1 3 1 3 3 1 3 3 2 1 3 4 
4 3 1 4 3 4 3 2 3 1 3 4 3 4 3 2 4 4 1 4 4 3 3 3 2 3 1 4 4 1 1 1 2 3 4 2 4 4 1 3 4 2 3 2 3 4 1 1 2 3 1 3 1 4 2 1 2 1 4 3 3 1 2 4 2 2 2 2 1 4 3 3 2 3 1 3 2 2 3 1 4 2 2 3 1 2 1 4 4 4 4 3 4 1 3 2 2 3 2 4 4 2 4 4 3 4 4 4 2 3 1 1 3 2 1 4 1 3 3 4 2 4 4 2 3 3 2 1 2 1 3 1 3 2 2 1 4 2 3 4 4 4 2 2 2 1 3 3 4 4 
4 2 1 2 2 2 2 1 4 4 3 3 1 2 2 3 3 3 1 3 4 2 1 3 1 4 4 2 1 2 4 3 2 3 2 2 1 2 3 4 3 3 3 1 4 3 4 4 2 2 3 1 4 1 3 2 2 4 2 3 1 2 2 4 3 3 1 3 1 2 2 3 2 3 2 1 4 3 1 2 4 4 2 2 1 1 1 1 4 3 4 3 4 3 4 4 4 4 3 1 3 2 1 3 4 4 4 3 4 1 1 4 2 3 3 2 3 4 4 2 4 1 2 1 1 1 1 4 1 2 1 2 1 3 3 3 4 4 3 4 3 4 2 2 3 3 1 4 3 4 
1 3 4 2 4 1 1 3 1 3 2 1 2 2 2 2 2 2 2 3 1 4 1 1 2 1 2 3 4 1 1 2 3 3 3 2 3 3 1 3 1 4 2 1 2 1 1 3 1 2 4 1 3 1 1 4 3 1 1 1 3 3 4 4 3 4 3 1 4 2 4 3 4 4 2 2 1 1 3 2 4 4 2 4 1 1 2 1 2 3 2 1 1 3 4 1 2 3 2 3 4 2 4 3 1 1 3 3 4 2 4 2 2 1 2 2 4 4 2 4 2 2 3 3 1 2 4 4 2 3 2 4 4 3 2 1 3 3 1 1 4 4 3 1 4 4 2 4 4 3 
4 4 2 2 3 1 4 1 3 4 4 3 1 4 4 4 2 3 4 4 2 2 2 1 3 3 1 4 4 1 3 1 4 4 3 2 2 3 4 3 3 1 3 4 4 2 2 1 4 3 3 4 2 2 4 3 1 1 3 4 1 1 2 1 3 3 4 4 2 1 2 4 1 1 3 1 1 1 2 1 2 4 3 4 1 3 4 3 3 4 4 3 1 3 1 4 4 4 1 4 4 1 3 1 4 4 4 3 2 3 3 2 4 4 3 1 1 3 4 4 1 3 4 4 1 2 4 3 1 2 3 2 1 4 1 1 3 2 1 2 1 3 3 4 3 2 2 3 2 3 
2 3 4 4 2 4 3 1 1 2 1 3 4 2 4 4 4 2 4 3 2 4 2 4 3 3 3 1 3 3 4 4 4 3 3 3 3 4 2 3 1 2 1 2 3 3 3 2 2 3 1 1 1 1 3 2 4 4 4 2 1 3 4 3 4 4 1 2 4 3 2 3 1 4 2 2 4 4 3 1 1 2 4 3 4 1 3 3 1 1 3 3 1 4 2 2 1 4 3 4 2 2 1 3 2 2 1 4 2 1 1 3 2 3 4 2 2 2 4 3 2 2 2 4 2 1 3 2 3 4 4 1 1 2 4 3 2 1 3 2 1 2 1 1 2 2 1 1 3 3 
4 4 1 3 1 4 2 4 4 1 1 1 1 4 2 4 1 2 1 1 1 2 2 2 2 1 2 2 4 1 3 2 2 2 2 2 4 3 2 4 2 1 2 3 3 4 2 1 2 3 4 1 3 2 2 2 1 4 4 1 3 3 2 2 3 4 2 4 3 2 3 2 4 2 1 2 2 4 4 2 1 3 4 3 1 3 2 1 2 1 2 3 2 2 2 1 3 2 1 4 4 3 3 2 3 3 2 2 3 4 4 1 1 1 1 1 2 1 1 1 3 1 3 2 3 4 4 3 2 2 1 2 2 4 4 1 4 3 3 2 2 4 3 2 3 4 1 2 1 4 
4 1 4 3 3 3 2 1 2 4 3 1 1 2 4 4 3 4 4 3 1 1 1 2 3 2 2 1 2 2 3 3 3 2 4 1 1 2 3 1 2 2 2 1 2 1 2 4 3 2 1 4 2 1 4 1 4 2 2 2 4 2 1 3 4 2 1 2 2 4 2 4 2 1 2 3 3 1 4 2 4 1 1 2 1 3 4 1 2 2 1 1 3 4 4 4 4 3 4 2 4 3 3 1 4 1 1 2 3 2 1 2 2 1 2 1 3 3 1 4 3 4 3 1 3 3 3 1 1 1 3 3 2 2 3 4 1 1 3 2 4 1 3 2 1 2 4 3 4 3 
1 3 2 1 4 4 1 4 1 4 1 2 1 3 4 2 1 2 2 3 4 3 4 3 3 3 4 2 1 3 1 4 3 2 4 2 4 3 4 2 1 1 3 3 4 2 4 3 4 2 2 3 3 4 1 4 2 3 4 3 3 2 4 2 2 1 3 1 3 4 2 3 1 2 4 2 4 4 3 4 2 1 1 2 2 3 4 4 4 1 3 2 1 4 3 3 3 4 3 1 2 2 3 2 1 2 2 4 3 2 4 2 3 4 1 4 1 4 4 4 2 2 3 4 4 4 3 2 4 3 2 4 3 4 1 4 2 4 3 4 2 3 3 3 2 2 1 4 3 4 
3 4 1 4 2 2 1 4 2 1 3 2 1 1 4 4 4 4 2 3 4 3 3 4 4 1 2 3 2 4 2 3 1 3 3 3 3 1 3 3 3 3 4 4 4 1 4 3 1 4 4 2 4 2 3 2 3 1 4 1 2 2 4 4 1 1 3 1 3 4 1 1 4 4 1 1 1 2 3 4 3 1 4 1 2 2 3 1 2 1 2 1 1 1 1 2 1 2 2 3 2 1 4 1 1 1 3 2 1 4 4 3 4 3 4 1 2 3 3 3 1 4 2 2 2 1 3 4 3 4 4 2 1 4 4 2 2 3 4 2 1 3 2 2 1 3 2 1 3 1 
3 4 1 2 4 3 4 1 2 2 1 1 1 3 4 3 3 4 2 1 3 2 4 4 4 4 2 4 1 2 2 1 4 2 4 2 1 1 3 4 1 4 1 1 2 1 2 1 1 4 4 3 2 4 3 4 2 2 2 3 1 4 2 4 2 3 3 2 1 2 1 2 3 4 3 1 3 2 1 3 4 1 2 3 4 4 4 3 2 2 4 2 1 1 3 4 2 4 3 3 2 3 1 4 1 3 4 2 3 3 3 2 2 3 4 2 3 3 1 2 2 3 1 2 4 4 3 3 4 3 2 2 1 1 1 2 2 4 4 2 3 4 1 2 3 4 3 1 1 3 
2 3 3 2 1 2 1 3 1 3 4 2 4 1 3 1 3 4 1 3 4 3 4 4 3 2 4 1 4 3 4 4 3 3 1 3 2 3 3 4 2 4 3 4 4 4 3 3 1 4 2 2 3 2 3 4 4 3 3 1 4 1 1 1 4 1 3 2 4 3 1 2 4 4 4 3 4 3 4 3 2 2 4 1 2 3 4 1 3 2 1 2 1 3 2 3 2 3 3 3 4 2 4 3 4 2 3 4 3 4 3 1 2 1 1 1 4 4 1 2 3 1 3 2 1 2 3 3 4 2 3 1 3 4 2 3 2 4 2 4 2 3 2 3 1 4 3 4 4 1 
2 1 3 3 1 4 4 2 2 2 2 1 4 4 2 1 3 3 4 1 3 3 3 3 4 3 4 1 4 3 3 2 3 2 1 2 1 1 4 4 3 1 3 4 1 1 1 4 3 4 4 4 2 2 1 3 2 2 2 2 1 2 2 3 4 3 2 1 2 2 2 2 4 4 3 3 3 3 1 3 4 4 2 2 1 2 4 4 4 2 4 4 4 3 1 1 2 3 2 2 2 4 3 1 3 3 3 2 2 2 3 4 1 3 1 1 4 3 4 2 1 2 2 3 1 3 1 4 1 4 3 1 1 4 4 4 3 3 4 1 1 3 4 2 3 3 4 3 4 2 
4 1 4 2 3 4 2 2 3 4 4 3 1 4 1 2 3 2 2 4 1 1 2 4 3 3 3 4 4 2 2 1 1 3 2 1 2 4 4 4 3 1 2 4 1 3 3 2 4 2 4 4 3 3 1 4 2 2 1 4 4 2 3 3 3 4 3 2 3 3 1 3 3 2 1 1 3 1 1 1 4 2 4 3 2 3 4 2 3 4 3 4 4 2 3 3 1 3 3 4 2 2 4 3 2 4 1 2 1 4 2 2 3 4 1 3 2 2 3 2 4 2 1 3 4 4 3 1 2 2 1 4 2 2 4 3 2 2 1 4 3 4 2 4 2 3 1 1 1 1 
4 2 1 2 2 2 1 2 2 4 2 2 1 3 3 2 2 4 3 1 3 1 4 3 4 3 1 1 1 1 2 4 2 2 4 3 4 4 1 2 1 1 3 3 3 2 2 2 1 4 2 4 2 3 2 2 4 1 1 4 1 4 2 1 1 3 3 2 2 4 3 2 2 1 4 4 4 1 1 2 3 3 4 3 3 4 3 3 3 2 3 1 2 1 4 3 2 2 2 2 2 4 1 1 3 3 3 3 3 2 1 1 4 1 2 4 1 1 2 4 3 3 3 2 3 4 4 2 3 2 2 3 1 4 2 1 2 3 1 4 2 3 2 4 2 3 3 1 3 4 
4 3 1 2 4 1 4 4 3 4 4 3 1 2 3 4 2 2 2 4 1 4 4 2 1 2 3 4 2 3 2 3 3 1 4 3 4 1 4 2 3 4 4 3 4 2 3 4 2 2 2 1 1 1 2 1 4 2 3 1 3 1 2 2 1 4 4 1 1 2 4 4 3 3 4 1 2 2 2 1 4 4 3 1 2 4 4 2 1 4 1 2 1 4 1 1 2 2 4 4 3 2 4 1 1 2 2 1 2 3 3 1 1 3 4 2 3 3 3 1 3 1 2 3 2 4 2 4 1 4 3 4 1 2 3 1 2 2 3 1 1 2 4 1 4 4 3 2 4 2 
2 2 4 2 2 2 4 4 4 4 2 3 2 2 3 1 4 3 2 3 1 4 4 1 3 3 4 1 1 2 4 4 2 1 4 4 1 3 4 3 4 1 2 2 3 1 4 4 3 2 4 2 1 3 3 3 1 2 1 3 1 4 1 4 3 2 2 4 1 1 3 3 3 3 2 4 2 3 4 2 1 1 2 3 2 3 3 2 3 1 3 2 1 1 3 3 3 1 3 4 3 4 2 2 2 1 4 2 1 2 1 3 3 3 4 4 2 3 2 2 3 1 2 3 4 4 1 1 2 2 1 3 4 1 1 2 3 1 2 3 3 2 1 2 1 4 4 4 1 1 
