800 400 
56 81 87 52 73 64 55 67 55 57 79 81 58 77 97 74 62 54 69 66 99 63 66 89 68 87 78 61 50 67 67 65 66 79 94 75 93 87 98 66 62 88 88 85 99 50 81 96 64 53 84 92 53 58 79 75 82 97 98 68 78 59 57 67 59 87 97 85 58 97 80 58 95 82 52 97 50 57 71 60 55 94 83 72 63 74 85 92 62 93 52 86 94 50 97 85 71 66 82 54 70 63 74 66 86 54 64 96 60 94 63 59 84 77 98 99 63 85 81 88 88 91 71 61 76 50 85 58 87 93 55 78 66 57 93 71 70 72 56 93 86 81 52 55 54 66 66 74 65 60 94 51 63 69 81 87 75 91 88 54 93 53 73 99 97 50 85 56 64 79 62 97 71 86 80 89 85 74 83 66 90 69 63 96 84 94 77 70 87 79 59 90 81 85 93 85 64 76 70 84 84 94 59 69 66 67 51 84 57 71 55 67 88 85 91 52 98 82 92 83 97 74 99 57 54 71 55 82 80 71 66 87 87 59 94 94 85 53 71 86 66 87 81 85 54 71 96 67 71 70 52 69 76 62 95 91 59 62 50 83 62 64 83 65 59 54 72 98 56 54 83 85 92 63 82 81 60 67 91 54 71 61 71 62 95 87 51 72 64 54 90 77 87 70 88 93 75 86 94 65 70 78 51 87 68 86 50 98 74 99 76 94 91 66 61 61 90 87 52 57 87 76 85 78 68 97 97 79 80 87 93 58 80 99 62 87 53 55 94 68 58 82 66 99 96 54 54 91 79 89 57 71 91 92 74 91 58 80 97 52 70 76 61 97 72 71 69 68 98 72 71 55 76 60 89 79 85 76 84 93 88 50 60 77 90 98 88 88 79 92 99 85 96 74 60 87 61 65 69 91 
26 39 39 130 130 91 91 78 26 52 52 39 26 78 65 91 91 26 117 13 91 39 39 130 130 91 13 26 78 104 39 13 13 39 39 78 65 39 13 78 91 78 26 26 117 13 117 39 104 130 130 78 52 130 52 130 65 104 78 52 78 104 52 65 65 104 65 65 91 78 39 117 52 91 65 117 78 104 104 104 117 52 117 13 26 13 13 52 52 78 117 78 26 117 52 78 104 117 117 52 104 26 52 104 91 39 52 39 78 130 104 130 39 130 39 91 117 39 39 104 104 117 130 52 78 13 65 130 91 13 65 39 91 130 13 130 78 52 13 130 39 13 26 13 104 78 117 39 78 52 39 65 52 130 39 52 78 65 13 26 39 13 78 130 52 104 117 130 117 117 104 39 26 117 78 104 52 78 65 117 65 65 130 65 91 26 52 26 65 130 78 39 91 78 39 26 26 26 65 39 78 65 78 91 52 130 117 104 26 52 13 117 39 78 39 117 91 117 39 52 130 26 13 104 13 13 39 130 78 78 130 39 117 117 26 91 130 117 104 26 104 26 26 117 91 13 26 130 26 13 91 78 104 39 91 130 65 39 117 78 117 26 13 26 65 104 13 52 39 39 104 130 26 13 13 130 52 13 26 39 78 130 65 117 39 78 26 117 52 39 78 104 65 104 117 117 117 104 130 104 13 104 78 130 52 39 65 78 26 91 130 26 39 78 13 91 65 104 78 91 91 39 117 130 91 13 13 52 78 13 13 91 130 13 52 65 117 78 65 104 26 39 13 65 117 130 104 39 65 78 91 13 39 104 117 26 104 130 26 78 130 104 39 26 65 91 130 39 78 65 117 104 117 52 26 39 26 39 104 13 78 78 39 26 91 39 39 26 26 65 78 13 52 91 78 117 13 91 39 13 39 78 117 91 117 13 78 104 26 52 26 130 39 117 104 65 117 26 39 91 104 26 117 130 91 104 104 91 91 26 104 117 78 26 117 130 39 52 65 117 65 104 78 26 117 104 39 104 65 52 65 78 65 130 52 13 13 130 78 26 65 65 13 78 78 91 130 26 91 39 78 130 13 78 104 78 52 104 117 78 117 52 39 52 104 117 39 39 13 65 52 26 65 13 104 117 130 13 26 117 117 52 65 52 130 78 91 91 117 65 117 91 130 26 65 52 39 130 65 117 13 130 26 13 78 91 26 13 52 130 39 78 52 65 104 39 117 130 117 91 117 13 26 104 78 13 39 78 78 26 104 26 65 91 65 130 13 130 13 130 91 65 13 52 78 39 78 91 117 65 65 78 78 117 130 91 130 104 130 65 52 78 104 91 104 78 39 65 52 130 78 65 117 65 78 26 65 52 52 65 130 52 65 78 117 13 117 78 104 91 130 65 104 91 117 39 13 78 39 52 13 130 104 130 65 52 26 65 26 65 91 26 65 78 117 117 52 65 117 65 39 39 130 13 13 26 26 65 91 26 65 13 13 130 117 130 78 26 78 13 26 104 104 26 91 52 13 26 65 78 91 117 13 26 26 130 130 91 52 130 130 91 78 117 104 91 13 52 52 78 104 130 130 117 26 52 130 117 78 13 65 52 104 65 117 52 104 65 26 52 117 52 26 26 65 104 91 52 65 65 104 13 39 130 52 39 78 39 39 26 130 130 39 91 65 78 130 117 39 117 13 130 78 52 130 52 52 13 117 39 104 104 65 13 104 52 13 26 13 65 91 26 91 91 52 65 117 130 130 13 39 104 39 104 117 13 65 26 39 52 117 91 39 104 78 52 26 117 26 39 117 130 130 52 26 91 130 78 91 52 
15631 14750 27278 48545 49310 46323 45382 23835 35468 19003 42117 47616 27499 35165 10431 12145 14216 14913 45780 32651 36032 18263 35507 10054 37553 24271 47857 39605 22100 15955 36711 21069 24197 35824 23509 31836 22039 26701 13350 29050 47574 24302 38572 49817 48773 40372 14383 23482 25449 19813 10614 31710 37576 29160 44451 46716 48623 47942 13075 34004 43869 14327 13945 20528 12925 49813 38651 40857 40560 16815 31173 21965 44468 35262 32772 48890 28214 47919 37427 26752 10176 10033 38442 29556 17416 32674 47401 33336 38556 36414 46606 36649 30161 15544 41452 22490 31145 38606 41509 10276 33266 22088 44866 26321 42935 17692 34266 10328 20699 25174 27562 34039 46051 34841 25022 10293 45178 29677 47308 14994 31184 17493 16942 28702 45273 26943 42385 43910 36967 43253 24450 26985 39673 49261 44333 27116 20041 37687 49667 44579 13522 31063 24339 38774 26893 21334 24008 34200 48387 14702 41575 22446 28301 29243 10076 30277 14941 30443 25711 41070 31613 29168 25760 17550 30129 16402 14693 11448 20243 48273 26633 37315 35442 45385 29041 18394 24021 16048 12792 47046 30507 48910 27921 32415 49360 14733 19876 43474 38415 28926 16190 42294 14664 42296 43076 37212 33033 33454 19728 15707 30243 17262 40227 38900 43765 30008 10024 39161 21788 15453 43986 27898 19025 20233 42512 38712 24083 20474 13816 16792 46369 37650 43170 17997 19995 11391 40489 26526 45211 40216 12029 28029 14628 25320 45983 26424 47307 11785 25703 14363 37846 39597 41140 19989 11055 19295 10701 44822 14912 31525 38112 36554 12951 35920 17191 37137 42338 17211 30517 33627 27488 41124 21561 16829 34734 35537 16322 31325 28642 17720 46314 28481 26139 12182 15041 33262 41003 26338 25318 10333 32612 36860 12622 16913 44333 18626 47155 32099 35930 46674 16315 46777 14175 17534 46857 19777 39548 48295 49874 22594 13103 21106 44080 40316 43413 24213 27775 13414 43323 43163 32360 25262 35248 46833 47344 23217 31472 22764 23942 25072 26306 12955 49348 34567 14866 39129 13051 28243 18999 39802 26424 41859 29871 23156 12144 40611 23600 30644 49283 27419 31767 37994 42851 38469 10964 36682 48649 25721 49718 14435 20924 42447 29107 38581 47109 25685 34790 15478 33164 12800 32058 13770 47151 34077 17991 49454 15002 41822 14258 26369 25230 19758 40231 49192 23967 30387 20651 34882 18505 22561 16138 41922 36358 23451 17032 17034 48671 39574 11138 24595 38503 16254 48851 24698 12874 16568 12236 48878 22468 34374 26088 17370 26125 39644 39402 15027 31951 21294 40555 22133 18130 46152 38254 33206 18915 23706 39633 38701 40779 32728 34098 10918 15625 45092 31825 13734 24139 30420 18265 11375 42828 43169 30009 15378 39291 11202 46596 10262 10940 23399 24561 21196 20867 35001 30393 44663 17997 23099 23320 30499 25793 45234 42093 11507 37864 10802 27861 27369 38728 11462 45993 24227 47361 41426 40220 36322 34260 15441 33739 36061 36982 13406 27269 37776 41361 37216 48158 44782 25353 39497 11297 49266 28886 42398 38921 22239 47404 16659 38625 18912 12271 23428 35186 42561 19364 44077 19448 38693 12014 35938 41319 11231 37268 26126 27800 25879 48207 47163 38623 45684 12063 24050 46383 12861 47715 24991 26706 27144 24742 22651 39141 46078 33876 33099 17517 15119 25621 45406 32144 33104 37361 45637 25536 18790 19075 26627 19940 12842 36578 12116 32577 28885 47671 11545 14487 21938 13348 12741 37469 49902 36403 42310 18318 47111 10522 44885 39550 38132 25260 47802 34106 16468 28135 16393 17631 34853 36621 45282 25824 41659 49175 25433 37291 30133 23943 20569 26035 32032 40787 46593 28562 31561 14364 35890 44727 42831 42944 12239 28408 26910 12853 22102 17668 43644 15778 22580 11123 17953 10324 38171 24895 18744 22164 14965 22078 46048 38355 39246 43109 13399 11965 30434 32815 38418 48331 13779 48084 25176 37761 36353 13864 17007 30252 31135 23441 29983 44335 19903 36591 48363 40829 38270 25517 41053 31505 34119 42748 29271 15066 12905 20880 22731 26601 36001 16137 43727 12763 10751 40121 40151 44832 36281 18579 41074 44140 10745 40590 41799 12900 34430 20447 35964 42999 27791 19926 44574 37761 12935 31077 25141 18187 27832 29755 12358 49458 35703 41492 46432 29274 22611 15434 47247 47759 43184 42792 31987 27109 20136 15472 47850 25791 45545 16398 12084 25304 39956 13697 30475 10508 14193 37491 32688 12012 25859 29402 15380 28364 43946 46957 46719 33552 42845 27218 27086 11417 12849 40555 17004 14691 31792 13570 46653 29696 29130 34970 14530 39436 23602 19650 15795 14175 38733 45971 17644 28965 27307 42791 47363 30264 25998 37448 48456 37789 14548 11569 13971 21062 16909 22048 15976 13394 13553 47226 39102 36431 43212 15390 19886 19373 38107 29021 27711 13627 49139 34680 12521 18454 42505 28616 29222 32163 30141 38843 23550 30665 16331 14621 38114 29494 38505 45752 47721 20912 44675 28123 26532 30086 13744 17986 26544 36454 37116 16950 45403 39126 29314 36756 23434 44599 22203 
4 2 2 4 2 3 3 3 1 1 2 4 2 3 3 1 2 2 3 3 3 2 1 3 1 2 1 3 3 4 2 2 3 1 4 1 1 1 1 4 3 3 3 2 3 3 3 4 1 2 2 3 3 2 1 2 1 1 4 3 1 4 3 4 4 4 3 3 2 3 3 2 3 3 4 3 2 1 1 3 1 4 1 3 3 1 4 3 3 1 2 1 2 3 4 1 2 3 1 4 2 4 3 4 2 1 1 4 4 2 1 1 1 4 3 4 1 4 1 1 2 4 1 2 3 4 2 3 1 3 2 4 3 3 4 4 3 3 3 4 3 1 3 4 1 1 2 1 4 2 4 3 3 3 3 2 3 1 3 2 3 4 1 2 2 1 2 4 1 3 3 4 2 3 3 4 3 1 2 2 4 3 1 3 1 3 1 1 1 1 4 4 4 3 4 3 1 1 1 4 3 1 2 1 3 2 4 3 2 1 1 2 4 2 1 3 2 4 1 1 1 4 1 2 4 2 3 4 4 4 1 3 4 1 3 3 1 1 1 1 1 1 1 3 2 3 3 1 1 1 4 1 4 3 3 2 4 3 1 1 3 1 4 4 4 2 4 4 1 3 3 3 2 4 4 2 2 3 2 3 3 4 1 2 2 2 4 1 1 1 4 3 3 1 3 1 4 1 3 4 3 3 3 3 1 1 3 2 2 3 3 4 1 3 1 2 3 4 3 1 3 2 4 2 3 4 3 1 4 1 4 1 1 4 3 4 4 2 4 1 2 2 2 4 3 3 4 4 4 4 4 1 3 1 1 4 1 3 3 2 3 2 1 4 4 1 2 4 3 4 3 2 1 1 4 1 2 2 4 4 4 1 2 2 1 1 2 1 1 3 2 1 3 4 2 1 4 2 3 3 
3 1 4 1 2 1 1 2 2 3 1 2 2 2 2 3 3 1 1 2 4 4 1 2 3 2 4 1 2 4 2 2 3 3 1 3 3 2 1 4 3 2 3 1 2 3 2 2 2 4 4 4 3 3 3 3 1 2 3 1 1 2 4 4 4 4 4 4 1 1 3 3 1 2 4 4 4 2 3 4 4 4 1 3 2 4 1 1 1 3 1 4 1 1 3 4 3 2 2 3 2 4 4 2 1 4 4 3 2 2 2 3 2 2 1 4 4 3 4 2 2 4 2 1 4 1 1 1 3 4 2 4 3 1 3 4 2 2 3 3 2 3 4 1 1 3 1 4 2 2 4 4 4 4 3 4 2 1 3 4 3 2 2 3 2 1 1 4 1 4 4 2 2 3 3 4 2 1 4 4 2 2 2 4 2 4 1 4 2 2 1 1 1 4 1 3 3 2 3 2 3 3 3 3 4 4 2 1 1 1 1 2 2 4 4 2 4 2 1 3 3 3 1 4 3 1 1 2 3 4 1 4 4 1 2 4 1 2 1 1 1 4 1 1 2 2 4 4 1 4 2 3 4 4 1 1 2 2 4 1 1 3 1 3 2 4 2 1 3 2 2 4 2 3 1 1 2 1 2 3 3 2 2 3 1 3 3 1 3 4 1 1 2 3 3 4 4 1 1 2 4 2 4 3 2 1 1 2 2 3 3 3 2 3 2 3 3 3 4 3 1 4 3 2 2 3 4 1 1 2 2 4 4 2 4 1 1 4 2 4 3 1 3 1 4 1 3 3 2 4 2 2 1 2 3 4 2 1 3 2 4 2 2 3 1 2 2 3 1 1 4 3 1 2 4 2 4 2 3 3 3 1 1 3 2 3 2 3 2 2 3 2 1 3 1 4 4 1 4 1 
2 3 2 4 1 2 1 4 4 2 4 1 2 1 2 3 2 2 1 3 1 4 2 4 3 1 3 2 3 3 4 4 4 3 2 2 4 1 4 2 1 1 1 1 2 1 4 1 3 3 1 1 1 2 1 4 3 4 3 2 4 3 2 4 1 3 2 1 1 1 3 3 1 1 3 2 2 1 2 1 3 1 3 2 2 3 3 3 2 3 3 4 3 1 1 1 4 3 4 2 1 2 1 4 3 4 4 4 3 4 4 3 4 2 3 4 2 3 1 1 3 1 1 3 2 3 4 3 3 4 4 3 3 2 4 3 2 4 1 3 3 4 4 1 4 1 3 4 3 3 3 1 3 1 1 1 3 4 4 2 3 4 3 1 2 4 1 1 3 2 2 1 4 2 1 4 1 4 1 1 2 3 1 2 2 4 3 1 1 3 1 2 3 4 2 2 4 1 3 2 4 2 2 1 2 1 4 2 3 3 1 3 3 1 1 3 4 4 4 4 4 3 2 4 1 4 4 1 1 1 4 2 4 4 2 2 1 3 4 2 3 2 3 1 1 2 4 2 2 3 1 3 3 1 1 2 4 3 2 2 1 1 2 1 1 3 3 3 1 2 2 2 4 1 1 1 1 1 1 4 2 1 2 4 3 4 4 2 4 3 1 3 2 3 3 1 1 1 4 1 2 1 4 3 1 1 2 3 2 3 1 2 4 3 3 4 2 3 1 4 4 3 3 2 4 3 1 3 3 1 2 1 3 2 2 2 2 2 4 4 2 3 3 3 4 4 2 1 3 1 3 3 4 1 2 1 1 2 3 4 1 4 1 3 3 4 3 1 4 4 3 3 1 2 3 2 1 4 1 1 3 3 2 1 2 2 1 4 2 3 2 4 3 2 4 2 1 2 3 3 
1 2 3 1 3 3 4 2 2 2 1 4 4 4 1 1 4 3 2 1 4 2 4 2 2 1 4 2 2 4 4 4 4 4 2 3 3 4 3 3 1 1 1 4 4 1 1 4 1 4 4 3 1 4 4 4 2 1 2 2 4 4 2 2 1 3 1 3 2 2 2 3 2 2 4 4 1 4 3 2 3 3 3 1 2 2 2 2 3 3 2 3 4 1 3 1 3 3 3 2 4 4 1 1 4 2 4 2 1 2 2 3 3 3 3 3 3 4 2 3 2 2 4 1 1 4 4 4 1 2 4 2 3 3 1 3 2 1 2 3 3 4 2 3 2 3 3 4 2 1 2 3 4 1 3 2 4 2 4 3 3 3 2 2 4 1 4 3 3 3 3 4 2 2 2 3 1 4 2 4 3 1 3 4 2 4 4 1 3 3 1 2 2 2 2 2 2 1 4 3 1 4 3 4 3 3 2 3 3 2 1 1 1 4 3 4 3 3 1 1 2 3 2 2 3 2 4 2 4 4 4 2 4 3 1 1 4 4 2 1 3 4 2 1 1 1 1 2 4 3 2 3 1 1 1 1 1 2 4 1 3 4 3 2 1 3 4 2 3 4 2 3 3 1 4 4 4 1 3 4 3 3 3 4 4 3 1 1 3 1 1 2 4 3 3 1 4 1 3 1 1 1 4 2 1 1 1 4 2 1 2 1 3 4 2 2 2 3 2 4 1 4 4 1 1 3 4 3 3 2 3 2 1 2 2 2 3 3 4 3 3 1 3 2 4 3 4 4 2 2 2 3 3 4 3 1 3 2 3 1 2 2 2 1 4 4 4 1 1 3 4 4 1 4 1 4 2 1 4 1 4 4 4 1 4 3 4 2 4 4 3 2 2 3 1 3 3 4 3 1 
1 3 2 2 4 4 2 4 4 4 4 2 4 2 3 2 4 2 1 4 3 4 2 1 1 1 2 4 1 3 3 1 1 3 1 4 1 1 4 1 2 1 1 1 4 3 4 2 1 4 3 1 2 3 1 2 3 4 4 2 4 4 4 4 2 2 1 2 3 1 1 2 2 4 2 4 4 4 2 2 3 1 4 1 4 1 4 2 1 2 3 2 1 1 2 4 2 2 4 4 4 1 2 2 4 2 3 4 2 2 1 3 2 2 4 3 2 1 3 4 4 1 4 2 1 4 4 4 3 2 4 4 4 3 1 2 1 3 3 3 3 4 3 3 4 2 2 3 2 2 4 4 1 4 3 3 2 2 2 2 3 2 1 3 3 3 1 1 2 3 2 2 2 3 4 1 3 2 2 2 3 2 3 2 3 4 4 4 3 3 1 4 2 3 4 4 2 4 3 2 4 4 1 1 4 1 4 3 1 4 3 2 2 3 3 4 4 4 1 4 2 3 2 4 4 4 2 3 1 4 3 4 1 1 3 4 4 1 4 2 4 3 2 1 3 4 2 2 4 4 4 2 2 4 3 1 1 4 1 3 4 4 4 3 1 1 3 3 4 1 3 2 4 4 1 1 2 3 3 2 4 2 2 1 3 3 2 3 2 2 4 4 4 4 4 3 2 4 3 1 3 2 2 4 1 1 4 4 2 3 1 3 2 4 1 4 3 3 4 4 4 1 2 1 4 1 4 4 1 1 2 3 4 1 3 1 3 2 4 1 2 2 4 2 3 3 2 1 3 2 3 2 1 4 2 3 2 4 2 3 1 2 4 4 1 3 1 4 4 1 4 1 1 3 2 3 4 3 2 1 1 1 3 1 2 3 2 3 2 2 2 3 4 3 4 4 3 4 4 3 
1 4 3 1 1 4 1 1 4 1 3 2 2 1 1 3 2 2 2 3 3 4 1 3 4 2 2 4 1 2 1 4 3 1 1 1 2 1 3 2 3 2 4 2 3 1 2 3 1 3 1 3 4 3 3 2 1 3 4 2 3 3 4 2 1 2 2 2 2 1 1 3 4 2 4 3 1 3 1 2 1 2 4 3 3 1 2 1 3 3 1 2 3 2 3 4 1 3 2 3 2 2 2 4 1 1 2 4 4 4 2 3 2 4 4 3 1 1 4 3 1 3 2 4 3 3 4 3 3 4 3 2 4 4 3 4 4 2 4 4 4 4 3 1 2 2 2 2 2 3 3 4 3 3 4 4 2 1 3 2 2 4 2 4 1 2 1 3 1 1 2 2 1 2 2 3 2 4 3 2 4 1 2 2 4 4 4 4 1 2 1 1 3 2 2 3 1 4 4 1 2 3 2 4 2 1 4 1 3 3 3 1 4 4 1 1 4 4 3 2 4 1 4 1 2 4 1 2 3 2 1 4 2 1 1 4 3 4 3 4 1 4 3 3 2 4 1 3 4 2 2 3 2 1 2 1 1 3 3 4 2 2 1 4 1 4 4 2 2 3 3 2 1 1 4 4 4 1 3 1 3 3 1 3 4 1 3 3 3 3 4 3 4 3 1 4 3 2 1 1 1 2 2 3 3 2 4 1 4 4 4 3 2 1 4 2 1 3 2 1 2 4 3 1 3 2 2 1 4 3 2 3 2 4 3 1 3 3 1 3 1 2 3 2 3 4 4 3 1 2 2 2 4 3 1 2 3 4 1 3 1 2 2 3 4 2 1 2 1 1 3 4 4 3 2 2 4 4 4 2 4 4 3 4 1 1 2 1 1 1 1 3 1 4 3 1 2 1 2 1 
2 1 4 2 1 1 2 4 2 2 3 4 1 1 4 2 4 2 1 3 3 1 4 3 4 3 3 3 4 2 3 1 4 3 1 2 4 1 1 1 2 1 4 4 3 3 3 3 3 3 3 4 4 2 3 3 2 2 2 2 4 4 3 3 3 3 4 2 3 3 3 3 1 2 1 4 4 4 2 2 4 3 2 1 3 4 1 3 3 3 2 3 3 3 1 3 3 4 2 1 4 4 2 1 4 1 1 2 1 4 4 1 4 3 3 1 1 1 4 3 1 1 3 1 4 4 3 4 4 4 3 1 1 4 2 2 3 2 3 4 4 2 3 3 2 2 4 1 2 1 1 3 3 4 1 4 3 2 4 2 4 3 1 3 4 3 3 2 4 4 4 3 2 3 2 4 3 3 3 2 3 4 2 3 1 1 2 2 2 2 1 1 3 1 2 1 3 2 4 2 4 4 4 1 3 4 2 1 4 2 1 3 1 3 1 2 4 3 1 4 1 4 2 4 2 1 4 4 4 1 4 3 4 2 4 1 3 1 2 1 3 4 2 1 2 2 1 3 2 4 4 4 2 1 1 2 4 1 1 2 3 4 4 3 3 1 4 1 4 3 4 1 2 1 1 3 1 4 3 3 1 3 4 4 3 3 3 3 3 2 1 4 3 4 2 2 2 4 1 3 1 2 2 1 2 4 3 1 2 3 1 3 3 2 4 2 2 1 1 3 2 4 2 3 1 4 4 2 3 3 2 4 2 4 3 1 4 3 4 1 1 1 3 4 2 4 3 1 2 4 2 3 2 1 2 1 1 1 4 3 3 4 2 3 4 4 1 4 2 3 4 2 4 1 4 3 1 1 3 3 1 2 1 3 2 4 4 4 3 1 1 4 4 2 4 3 2 2 1 2 
